snapped_at,bitcoin,ethereum,binancecoin,solana,cardano,xrp,polkadot,dogecoin,avalanche,litecoin
2020-09-23 00:00:00+00:00,0.00843576495395748,0.007736868340322278,0.020979919691566318,0.06004891398220735,0.013390423017104691,0.006502327350295101,0.019220254359511024,0.009614973253080139,0.0,0.028763580271565115
2020-09-24 00:00:00+00:00,-0.028857867991174402,-0.06641159231192739,-0.050637908048714264,-0.035614711184414616,-0.05912568934039264,-0.05386563390153809,-0.03654182517671323,-0.03947578518932404,-0.33931345479939656,-0.03407408614880958
2020-09-25 00:00:00+00:00,0.049174158188150185,0.08640776885972934,0.07487849440639427,0.10390610424316593,0.07802625622705817,0.05483150393014591,0.09305505033351769,0.036515226059052885,0.3101089501565031,0.04512191757041606
2020-09-26 00:00:00+00:00,-0.004151970382065273,0.007197235544241787,0.004388734600629718,0.019449579510347315,0.17171050946362643,0.036561394721422946,0.005265427954544766,0.02465496691302116,0.02822177170641238,0.022276712990419778
2020-09-27 00:00:00+00:00,0.005729176829329274,0.008339742759318591,0.06305095493815083,-0.017505712336669643,-0.010910429530855081,0.0011377824036793438,-0.016443465564122683,0.0007240014547307272,-0.037911253041293835,0.004046954902056532
2020-09-28 00:00:00+00:00,0.0020578278868281785,0.007917467305622816,0.000603283463155746,0.009839949112151247,0.05867056106945845,0.0031188129215404814,-0.007796541297319548,0.0009565991653375239,0.028355944413528844,-0.002438274665778617
2020-09-29 00:00:00+00:00,-0.008664131318419699,-0.0073847682121563896,0.025008148944681396,-0.06639926527671514,-0.012317710310022156,-0.002204251890478126,0.026372578314106887,-0.018985896412118786,-0.09592149765453639,-0.017223167109502446
2020-09-30 00:00:00+00:00,0.015506709110430394,0.014097316456909814,0.07206114742038716,-0.0036051836291973727,0.011659963994049782,0.0047286192684354855,0.016175048075581566,0.006910412660410037,-0.016175384509410806,0.00991646010839986
2020-10-01 00:00:00+00:00,-0.00614857089395493,0.0004810313372343167,0.01587210564796604,-0.016728462911464015,-0.002272735958775862,-0.006172530396071463,-0.032133858277536675,-0.01533418865197611,0.045599255893335355,0.013162791387525852
2020-10-02 00:00:00+00:00,-0.01326774280517451,-0.01780076386233964,-0.06094596330859481,-0.01026500858077517,-0.02943205633933188,-0.01242016695817083,-0.001972127000444468,1.4626661388073003e-05,-0.03968490405357583,-5.857173460688259e-07
2020-10-03 00:00:00+00:00,-0.005203363332700772,-0.0206266259793475,-0.007697614639950223,-0.0827674317674938,-0.053287325102510774,-0.017990431469173895,-0.04978863518952126,-0.01766796528527481,-0.059123235683171016,-0.029193219753680277
2020-10-04 00:00:00+00:00,-0.0024609276287838044,0.00023096866911864744,0.035694401356841654,-0.028630222269818373,0.005031897965144694,-0.005343642560236117,-0.013501521330213873,0.0018228347237079223,0.03024202362874817,0.01475281171115217
2020-10-05 00:00:00+00:00,0.01176150553803379,0.01868926060079157,0.02669891533853086,-0.012171158046406005,0.04162164695140014,0.06518724937443343,0.02700203241916821,0.018602189397060487,-0.014721587992690188,0.02522163379916309
2020-10-06 00:00:00+00:00,0.010706756170835385,0.0032503679459991996,-0.012794032485223816,0.051612053397012136,0.002291973895113708,0.00901262551907811,-0.003956959098976753,-0.007935373306662385,0.003571448993719306,-0.007920190020677564
2020-10-07 00:00:00+00:00,-0.016596425731634667,-0.036731456098759385,-0.032507916404338255,-0.1802488675319983,-0.04693601804753744,-0.019342354225545977,-0.09888895250320562,-0.0034544931984032967,-0.11079008028691384,-0.00803478960254922
2020-10-08 00:00:00+00:00,0.005850788840734422,0.002430228211421692,3.1014396616013684e-05,0.053116308304169024,0.0077418265023918575,0.01184902357450901,0.027785687787008184,-0.008206648806525108,-0.02834259958794505,0.012596950902169723
2020-10-09 00:00:00+00:00,0.020683849671283117,0.02522195505868985,0.0006346895187436807,0.03168190583955166,0.028551771075516985,0.011023049150882258,0.06458440149329814,0.003257938578051345,0.13570691289934245,0.012015661595353277
2020-10-10 00:00:00+00:00,0.016033720811665653,0.04366096388182594,0.025214783571262833,0.0748459894940039,0.058929264081487576,0.00869460483070239,0.03828835260233787,0.026296756839831348,0.0856674581129766,0.014915031805883938
2020-10-11 00:00:00+00:00,0.02018299393243317,0.014048212496113432,-0.0045194935908369205,-0.05273655466140581,0.030078634733475607,0.0039025054813504045,-0.0010995633197329324,-0.0021946149621231426,-0.05115575413750928,0.021282935407110237
2020-10-12 00:00:00+00:00,0.008086882162986475,0.010865075290259485,0.008649410771153665,0.0052116194500875235,0.012726169365542495,0.0038154438279958125,-0.0009460626927202398,0.004666608858890475,0.01934839972387503,0.03747856414904227
2020-10-13 00:00:00+00:00,0.014534327180206974,0.03406847785113665,0.07613096128669872,0.0684320417495794,0.032824975348300534,0.0033078247834326113,0.01555242943118551,0.004331091827164402,0.07587502843021277,-0.00026766549605672374
