snapped_at,,bitcoin,ethereum,binancecoin,solana,cardano,xrp,polkadot,dogecoin,avalanche,litecoin
2020-10-22 00:00:00+00:00,bitcoin,,,,,,,,,,
2020-10-22 00:00:00+00:00,ethereum,,,,,,,,,,
2020-10-22 00:00:00+00:00,binancecoin,,,,,,,,,,
2020-10-22 00:00:00+00:00,solana,,,,,,,,,,
2020-10-22 00:00:00+00:00,cardano,,,,,,,,,,
2020-10-22 00:00:00+00:00,xrp,,,,,,,,,,
2020-10-22 00:00:00+00:00,polkadot,,,,,,,,,,
2020-10-22 00:00:00+00:00,dogecoin,,,,,,,,,,
2020-10-22 00:00:00+00:00,avalanche,,,,,,,,,,
2020-10-22 00:00:00+00:00,litecoin,,,,,,,,,,
2020-10-23 00:00:00+00:00,bitcoin,,,,,,,,,,
2020-10-23 00:00:00+00:00,ethereum,,,,,,,,,,
2020-10-23 00:00:00+00:00,binancecoin,,,,,,,,,,
2020-10-23 00:00:00+00:00,solana,,,,,,,,,,
2020-10-23 00:00:00+00:00,cardano,,,,,,,,,,
2020-10-23 00:00:00+00:00,xrp,,,,,,,,,,
2020-10-23 00:00:00+00:00,polkadot,,,,,,,,,,
2020-10-23 00:00:00+00:00,dogecoin,,,,,,,,,,
2020-10-23 00:00:00+00:00,avalanche,,,,,,,,,,
2020-10-23 00:00:00+00:00,litecoin,,,,,,,,,,
2020-10-24 00:00:00+00:00,bitcoin,,,,,,,,,,
2020-10-24 00:00:00+00:00,ethereum,,,,,,,,,,
2020-10-24 00:00:00+00:00,binancecoin,,,,,,,,,,
2020-10-24 00:00:00+00:00,solana,,,,,,,,,,
2020-10-24 00:00:00+00:00,cardano,,,,,,,,,,
2020-10-24 00:00:00+00:00,xrp,,,,,,,,,,
2020-10-24 00:00:00+00:00,polkadot,,,,,,,,,,
2020-10-24 00:00:00+00:00,dogecoin,,,,,,,,,,
2020-10-24 00:00:00+00:00,avalanche,,,,,,,,,,
2020-10-24 00:00:00+00:00,litecoin,,,,,,,,,,
2020-10-25 00:00:00+00:00,bitcoin,,,,,,,,,,
2020-10-25 00:00:00+00:00,ethereum,,,,,,,,,,
2020-10-25 00:00:00+00:00,binancecoin,,,,,,,,,,
2020-10-25 00:00:00+00:00,solana,,,,,,,,,,
2020-10-25 00:00:00+00:00,cardano,,,,,,,,,,
2020-10-25 00:00:00+00:00,xrp,,,,,,,,,,
2020-10-25 00:00:00+00:00,polkadot,,,,,,,,,,
2020-10-25 00:00:00+00:00,dogecoin,,,,,,,,,,
2020-10-25 00:00:00+00:00,avalanche,,,,,,,,,,
2020-10-25 00:00:00+00:00,litecoin,,,,,,,,,,
2020-10-26 00:00:00+00:00,bitcoin,,,,,,,,,,
2020-10-26 00:00:00+00:00,ethereum,,,,,,,,,,
2020-10-26 00:00:00+00:00,binancecoin,,,,,,,,,,
2020-10-26 00:00:00+00:00,solana,,,,,,,,,,
2020-10-26 00:00:00+00:00,cardano,,,,,,,,,,
2020-10-26 00:00:00+00:00,xrp,,,,,,,,,,
2020-10-26 00:00:00+00:00,polkadot,,,,,,,,,,
2020-10-26 00:00:00+00:00,dogecoin,,,,,,,,,,
2020-10-26 00:00:00+00:00,avalanche,,,,,,,,,,
2020-10-26 00:00:00+00:00,litecoin,,,,,,,,,,
2020-10-27 00:00:00+00:00,bitcoin,,,,,,,,,,
2020-10-27 00:00:00+00:00,ethereum,,,,,,,,,,
2020-10-27 00:00:00+00:00,binancecoin,,,,,,,,,,
2020-10-27 00:00:00+00:00,solana,,,,,,,,,,
2020-10-27 00:00:00+00:00,cardano,,,,,,,,,,
2020-10-27 00:00:00+00:00,xrp,,,,,,,,,,
2020-10-27 00:00:00+00:00,polkadot,,,,,,,,,,
2020-10-27 00:00:00+00:00,dogecoin,,,,,,,,,,
2020-10-27 00:00:00+00:00,avalanche,,,,,,,,,,
2020-10-27 00:00:00+00:00,litecoin,,,,,,,,,,
2020-10-28 00:00:00+00:00,bitcoin,,,,,,,,,,
2020-10-28 00:00:00+00:00,ethereum,,,,,,,,,,
2020-10-28 00:00:00+00:00,binancecoin,,,,,,,,,,
2020-10-28 00:00:00+00:00,solana,,,,,,,,,,
2020-10-28 00:00:00+00:00,cardano,,,,,,,,,,
2020-10-28 00:00:00+00:00,xrp,,,,,,,,,,
2020-10-28 00:00:00+00:00,polkadot,,,,,,,,,,
2020-10-28 00:00:00+00:00,dogecoin,,,,,,,,,,
2020-10-28 00:00:00+00:00,avalanche,,,,,,,,,,
2020-10-28 00:00:00+00:00,litecoin,,,,,,,,,,
2020-10-29 00:00:00+00:00,bitcoin,,,,,,,,,,
2020-10-29 00:00:00+00:00,ethereum,,,,,,,,,,
2020-10-29 00:00:00+00:00,binancecoin,,,,,,,,,,
2020-10-29 00:00:00+00:00,solana,,,,,,,,,,
2020-10-29 00:00:00+00:00,cardano,,,,,,,,,,
2020-10-29 00:00:00+00:00,xrp,,,,,,,,,,
2020-10-29 00:00:00+00:00,polkadot,,,,,,,,,,
2020-10-29 00:00:00+00:00,dogecoin,,,,,,,,,,
2020-10-29 00:00:00+00:00,avalanche,,,,,,,,,,
2020-10-29 00:00:00+00:00,litecoin,,,,,,,,,,
2020-10-30 00:00:00+00:00,bitcoin,,,,,,,,,,
2020-10-30 00:00:00+00:00,ethereum,,,,,,,,,,
2020-10-30 00:00:00+00:00,binancecoin,,,,,,,,,,
2020-10-30 00:00:00+00:00,solana,,,,,,,,,,
2020-10-30 00:00:00+00:00,cardano,,,,,,,,,,
2020-10-30 00:00:00+00:00,xrp,,,,,,,,,,
2020-10-30 00:00:00+00:00,polkadot,,,,,,,,,,
2020-10-30 00:00:00+00:00,dogecoin,,,,,,,,,,
2020-10-30 00:00:00+00:00,avalanche,,,,,,,,,,
2020-10-30 00:00:00+00:00,litecoin,,,,,,,,,,
2020-10-31 00:00:00+00:00,bitcoin,,,,,,,,,,
2020-10-31 00:00:00+00:00,ethereum,,,,,,,,,,
2020-10-31 00:00:00+00:00,binancecoin,,,,,,,,,,
2020-10-31 00:00:00+00:00,solana,,,,,,,,,,
2020-10-31 00:00:00+00:00,cardano,,,,,,,,,,
2020-10-31 00:00:00+00:00,xrp,,,,,,,,,,
2020-10-31 00:00:00+00:00,polkadot,,,,,,,,,,
2020-10-31 00:00:00+00:00,dogecoin,,,,,,,,,,
2020-10-31 00:00:00+00:00,avalanche,,,,,,,,,,
2020-10-31 00:00:00+00:00,litecoin,,,,,,,,,,
2020-11-01 00:00:00+00:00,bitcoin,,,,,,,,,,
2020-11-01 00:00:00+00:00,ethereum,,,,,,,,,,
2020-11-01 00:00:00+00:00,binancecoin,,,,,,,,,,
2020-11-01 00:00:00+00:00,solana,,,,,,,,,,
2020-11-01 00:00:00+00:00,cardano,,,,,,,,,,
2020-11-01 00:00:00+00:00,xrp,,,,,,,,,,
2020-11-01 00:00:00+00:00,polkadot,,,,,,,,,,
2020-11-01 00:00:00+00:00,dogecoin,,,,,,,,,,
2020-11-01 00:00:00+00:00,avalanche,,,,,,,,,,
2020-11-01 00:00:00+00:00,litecoin,,,,,,,,,,
2020-11-02 00:00:00+00:00,bitcoin,,,,,,,,,,
2020-11-02 00:00:00+00:00,ethereum,,,,,,,,,,
2020-11-02 00:00:00+00:00,binancecoin,,,,,,,,,,
2020-11-02 00:00:00+00:00,solana,,,,,,,,,,
2020-11-02 00:00:00+00:00,cardano,,,,,,,,,,
2020-11-02 00:00:00+00:00,xrp,,,,,,,,,,
2020-11-02 00:00:00+00:00,polkadot,,,,,,,,,,
2020-11-02 00:00:00+00:00,dogecoin,,,,,,,,,,
2020-11-02 00:00:00+00:00,avalanche,,,,,,,,,,
2020-11-02 00:00:00+00:00,litecoin,,,,,,,,,,
2020-11-03 00:00:00+00:00,bitcoin,,,,,,,,,,
2020-11-03 00:00:00+00:00,ethereum,,,,,,,,,,
2020-11-03 00:00:00+00:00,binancecoin,,,,,,,,,,
2020-11-03 00:00:00+00:00,solana,,,,,,,,,,
2020-11-03 00:00:00+00:00,cardano,,,,,,,,,,
2020-11-03 00:00:00+00:00,xrp,,,,,,,,,,
2020-11-03 00:00:00+00:00,polkadot,,,,,,,,,,
2020-11-03 00:00:00+00:00,dogecoin,,,,,,,,,,
2020-11-03 00:00:00+00:00,avalanche,,,,,,,,,,
2020-11-03 00:00:00+00:00,litecoin,,,,,,,,,,
2020-11-04 00:00:00+00:00,bitcoin,,,,,,,,,,
2020-11-04 00:00:00+00:00,ethereum,,,,,,,,,,
2020-11-04 00:00:00+00:00,binancecoin,,,,,,,,,,
2020-11-04 00:00:00+00:00,solana,,,,,,,,,,
2020-11-04 00:00:00+00:00,cardano,,,,,,,,,,
2020-11-04 00:00:00+00:00,xrp,,,,,,,,,,
2020-11-04 00:00:00+00:00,polkadot,,,,,,,,,,
2020-11-04 00:00:00+00:00,dogecoin,,,,,,,,,,
2020-11-04 00:00:00+00:00,avalanche,,,,,,,,,,
2020-11-04 00:00:00+00:00,litecoin,,,,,,,,,,
2020-11-05 00:00:00+00:00,bitcoin,,,,,,,,,,
